,fwy,dir,link,from_node,to_node,geometry,vds,Cluster_Labels,geometry_station
3485,US101,S,25003394_0,271810348,269389849,"LINESTRING (1966083.5255437305 571474.9775298418, 1966097.798477202 571436.0910824412)",717489,10,POINT (1966303.2910067278 570999.6019686441)
3486,US101,S,24794617_0,269389849,269389405,"LINESTRING (1966097.798477202 571436.0910824412, 1966508.301620305 570804.7544464583)",717488,10,POINT (1966901.0705141064 570489.4199573951)
3487,US101,S,24794606_0,269389405,338835931,"LINESTRING (1966508.301620305 570804.7544464583, 1966534.9304517764 570781.9966625874)",717488,10,POINT (1966901.0705141064 570489.4199573951)
3488,US101,S,24794598_0,338835931,35361266,"LINESTRING (1966534.9304517764 570781.9966625874, 1967203.5562797242 570367.793612045)",759762,0,POINT (1972220.8012183812 574138.9584814338)
3489,US101,S,24794598_1,35361266,2351743393,"LINESTRING (1967203.5562797242 570367.793612045, 1967696.96858548 570130.0499878722)",759762,0,POINT (1972220.8012183812 574138.9584814338)
3490,US101,S,24794598_2,2351743393,74671700,"LINESTRING (1967696.96858548 570130.0499878722, 1967996.1566033158 569778.8721573291)",717486,10,POINT (1967887.5713791742 569910.7027211199)
3491,US101,S,866591865_0,74671700,1837462644,"LINESTRING (1967996.1566033158 569778.8721573291, 1968705.1319253559 568894.9120401108)",759747,7,POINT (1973188.0955925728 572902.5352813001)
3492,US101,S,122900675_0,1837462644,1837462634,"LINESTRING (1968705.1319253559 568894.9120401108, 1968992.1847851016 568014.4041599825)",717484,11,POINT (1968914.7925885913 568316.2302634125)
3493,US101,S,734604564_0,1837462634,2351743390,"LINESTRING (1968992.1847851016 568014.4041599825, 1969049.4022232094 567889.0361468203)",717484,11,POINT (1968914.7925885913 568316.2302634125)
3494,US101,S,734604563_0,2351743390,8076753689,"LINESTRING (1969049.4022232094 567889.0361468203, 1969196.2258876811 567690.7711642828)",769388,14,POINT (1969173.3473949905 567719.4875645876)
3495,US101,S,866532623_0,8076753689,2351743387,"LINESTRING (1969196.2258876811 567690.7711642828, 1969208.9829220506 567678.6936288669)",769388,14,POINT (1969173.3473949905 567719.4875645876)
3496,US101,S,866532624_0,2351743387,349220787,"LINESTRING (1969208.9829220506 567678.6936288669, 1969460.6060250965 567487.5949992592)",769388,14,POINT (1969173.3473949905 567719.4875645876)
3497,US101,S,31353386_0,349220787,122484649,"LINESTRING (1969460.6060250965 567487.5949992592, 1969497.1240133136 567461.9735682807)",717481,0,POINT (1969723.3372465065 567295.8346886819)
3498,US101,S,31353366_0,122484649,1836345664,"LINESTRING (1969497.1240133136 567461.9735682807, 1969848.4896556544 567207.5757722443)",717481,0,POINT (1969723.3372465065 567295.8346886819)
3499,US101,S,226663235_0,1836345664,2425825962,"LINESTRING (1969848.4896556544 567207.5757722443, 1969901.9663301695 567169.7547297151)",717481,0,POINT (1969723.3372465065 567295.8346886819)
3500,US101,S,866645922_0,2425825962,280319888,"LINESTRING (1969901.9663301695 567169.7547297151, 1970025.8770878788 567107.3806334474)",717479,9,POINT (1970122.8364626719 567087.7782349326)
3501,US101,S,226663234_0,280319888,280320159,"LINESTRING (1970025.8770878788 567107.3806334474, 1970231.8938990813 567074.2166058957)",717479,9,POINT (1970122.8364626719 567087.7782349326)
3502,US101,S,25710104_0,280320159,280320153,"LINESTRING (1970231.8938990813 567074.2166058957, 1970264.4901006734 567073.2468409854)",717479,9,POINT (1970122.8364626719 567087.7782349326)
3503,US101,S,226666943_0,280320153,2354337201,"LINESTRING (1970264.4901006734 567073.2468409854, 1970452.5735528637 567049.5847987994)",718090,1,POINT (1974188.233867535 572008.0975168553)
3504,US101,S,864558248_0,2354337201,1613371895,"LINESTRING (1970452.5735528637 567049.5847987994, 1970529.8125847543 567020.1884319431)",718090,1,POINT (1974188.233867535 572008.0975168553)
3505,US101,S,864558247_0,1613371895,1613371883,"LINESTRING (1970529.8125847543 567020.1884319431, 1970739.0281914421 566844.5113806827)",718089,10,POINT (1974863.3767803868 569180.3687957415)
3506,US101,S,866596939_0,1613371883,2425824150,"LINESTRING (1970739.0281914421 566844.5113806827, 1970957.349584876 566409.3611569925)",717472,15,POINT (1970887.5620288902 566554.0241472885)
3507,US101,S,866596939_1,2425824150,2354337157,"LINESTRING (1970957.349584876 566409.3611569925, 1971176.2666016638 566111.7479278211)",717468,13,POINT (1971096.1997566365 566199.1938206337)
3508,US101,S,860961742_0,2354337157,2354337175,"LINESTRING (1971176.2666016638 566111.7479278211, 1971244.4268349533 566055.8085490908)",717468,13,POINT (1971096.1997566365 566199.1938206337)
3509,US101,S,607788508_0,2354337175,408616031,"LINESTRING (1971244.4268349533 566055.8085490908, 1971689.025911385 565610.8922706717)",716960,10,POINT (1975075.884125697 568617.8592580238)
3510,US101,S,607788506_0,408616031,2354195323,"LINESTRING (1971689.025911385 565610.8922706717, 1971827.7660950336 565336.8666653546)",717462,5,POINT (1971752.619746633 565483.6025778092)
3511,US101,S,148249780_0,2354195323,1613487145,"LINESTRING (1971827.7660950336 565336.8666653546, 1971950.267258712 565171.3751364005)",717462,5,POINT (1971752.619746633 565483.6025778092)
3512,US101,S,866641007_0,1613487145,282378042,"LINESTRING (1971950.267258712 565171.3751364005, 1972243.362607012 564918.9973201418)",717461,5,POINT (1972137.3135750645 565006.3566827837)
3513,US101,S,25886743_0,282378042,189243663,"LINESTRING (1972243.362607012 564918.9973201418, 1972294.4022133811 564876.4055238733)",717461,5,POINT (1972137.3135750645 565006.3566827837)
3514,US101,S,25886744_0,189243663,282378036,"LINESTRING (1972294.4022133811 564876.4055238733, 1972389.1845259129 564798.1328228548)",717461,5,POINT (1972137.3135750645 565006.3566827837)
3515,US101,S,31377238_0,282378036,349430537,"LINESTRING (1972389.1845259129 564798.1328228548, 1972443.7921374615 564750.71716426)",717458,5,POINT (1972518.360719794 564686.7594850323)
3516,US101,S,31377243_0,349430537,1614923628,"LINESTRING (1972443.7921374615 564750.71716426, 1972555.084708781 564652.4420484125)",717458,5,POINT (1972518.360719794 564686.7594850323)
3517,US101,S,31377399_0,1614923628,24960553,"LINESTRING (1972555.084708781 564652.4420484125, 1972754.591325426 564502.2962100283)",717458,5,POINT (1972518.360719794 564686.7594850323)
3518,US101,S,607788513_0,24960553,1614923457,"LINESTRING (1972754.591325426 564502.2962100283, 1972825.0287743774 564463.4217831325)",717458,5,POINT (1972518.360719794 564686.7594850323)
3519,US101,S,866339086_0,1614923457,270194267,"LINESTRING (1972825.0287743774 564463.4217831325, 1972938.244636457 564398.5889927689)",716339,5,POINT (1973327.7512183564 564194.0056431346)
3520,US101,S,31377403_0,270194267,270194274,"LINESTRING (1972938.244636457 564398.5889927689, 1973260.4783168016 564208.24217017)",716339,5,POINT (1973327.7512183564 564194.0056431346)
3521,US101,S,31377403_1,270194274,270194277,"LINESTRING (1973260.4783168016 564208.24217017, 1973373.3143558563 564182.593874135)",716339,5,POINT (1973327.7512183564 564194.0056431346)
3522,US101,S,607788512_0,270194277,270194374,"LINESTRING (1973373.3143558563 564182.593874135, 1973501.5350581834 564169.0601814312)",716339,5,POINT (1973327.7512183564 564194.0056431346)
3523,US101,S,24865476_0,270194374,270194361,"LINESTRING (1973501.5350581834 564169.0601814312, 1973554.479796634 564163.1743830474)",716339,5,POINT (1973327.7512183564 564194.0056431346)
3524,US101,S,24865470_0,270194361,8074955046,"LINESTRING (1973554.479796634 564163.1743830474, 1973600.0477354503 564156.5445050555)",716339,5,POINT (1973327.7512183564 564194.0056431346)
3525,US101,S,866332297_0,8074955046,8074955045,"LINESTRING (1973600.0477354503 564156.5445050555, 1973620.8235316183 564152.9913286624)",716958,16,POINT (1975594.1634428054 567842.5709663226)
3526,US101,S,866332298_0,8074955045,24960556,"LINESTRING (1973620.8235316183 564152.9913286624, 1973722.2242229532 564130.2416202563)",716958,16,POINT (1975594.1634428054 567842.5709663226)
3527,US101,S,31588768_0,24960556,353511054,"LINESTRING (1973722.2242229532 564130.2416202563, 1973772.7834726996 564116.2331549842)",716958,16,POINT (1975594.1634428054 567842.5709663226)
3528,US101,S,31588766_0,353511054,353509646,"LINESTRING (1973772.7834726996 564116.2331549842, 1973940.2146956045 564069.805870057)",716958,16,POINT (1975594.1634428054 567842.5709663226)
3529,US101,S,31588510_0,353509646,35361324,"LINESTRING (1973940.2146956045 564069.805870057, 1974029.9633057937 564045.1289250246)",716958,16,POINT (1975594.1634428054 567842.5709663226)
3530,US101,S,226643927_0,35361324,35361325,"LINESTRING (1974029.9633057937 564045.1289250246, 1974207.5045730064 563992.2446305021)",718376,10,POINT (1976662.701385364 567088.8718623744)
3531,US101,S,31588562_0,35361325,2354195312,"LINESTRING (1974207.5045730064 563992.2446305021, 1974246.6010546323 563978.0931475763)",718376,10,POINT (1976662.701385364 567088.8718623744)
3532,US101,S,226643929_0,2354195312,1614923276,"LINESTRING (1974246.6010546323 563978.0931475763, 1974393.5507201452 563926.6617407446)",718376,10,POINT (1976662.701385364 567088.8718623744)
3533,US101,S,864553496_0,1614923276,35361331,"LINESTRING (1974393.5507201452 563926.6617407446, 1974858.4118789712 563746.4269369049)",718376,10,POINT (1976662.701385364 567088.8718623744)
3534,US101,S,31590080_0,35361331,353526718,"LINESTRING (1974858.4118789712 563746.4269369049, 1974894.744410955 563726.6175052369)",718376,10,POINT (1976662.701385364 567088.8718623744)
3535,US101,S,148257356_0,353526718,2354150984,"LINESTRING (1974894.744410955 563726.6175052369, 1974961.9064270305 563686.1930871136)",718375,14,POINT (1977058.5343328111 566675.6944500597)
3536,US101,S,864646175_0,2354150984,1613371800,"LINESTRING (1974961.9064270305 563686.1930871136, 1975115.3068543142 563600.1033236841)",718375,14,POINT (1977058.5343328111 566675.6944500597)
3537,US101,S,226640533_0,1613371800,353529585,"LINESTRING (1975115.3068543142 563600.1033236841, 1975342.0072006932 563485.0475376274)",718375,14,POINT (1977058.5343328111 566675.6944500597)
3538,US101,S,31590109_0,353529585,353529587,"LINESTRING (1975342.0072006932 563485.0475376274, 1975372.951167945 563468.7483843642)",717446,5,POINT (1975456.532146847 563422.4272441961)
3539,US101,S,607788519_0,353529587,5759331262,"LINESTRING (1975372.951167945 563468.7483843642, 1975620.0408204002 563336.6629698083)",717446,5,POINT (1975456.532146847 563422.4272441961)
3540,US101,S,31590110_0,5759331262,1614923140,"LINESTRING (1975620.0408204002 563336.6629698083, 1975646.7812442668 563322.1616406817)",773062,13,POINT (1978532.8346432704 561423.7295496974)
3541,US101,S,866325942_0,1614923140,857651233,"LINESTRING (1975646.7812442668 563322.1616406817, 1975852.170862674 563231.677229242)",773062,13,POINT (1978532.8346432704 561423.7295496974)
3542,SR91,W,54037579_0,681307317,26666214,"LINESTRING (1996270.0318171661 540103.6728875514, 1995996.8788753431 540236.3634096201)",773362,14,POINT (1996079.193274572 540199.0133439084)
3543,SR91,W,54037579_1,26666214,122383058,"LINESTRING (1995996.8788753431 540236.3634096201, 1995179.2583144119 540806.0156571508)",717442,10,POINT (1995312.2143220454 540691.4292878241)
3544,SR91,W,866182621_0,122383058,401422234,"LINESTRING (1995179.2583144119 540806.0156571508, 1994805.9961172508 541104.0265399468)",717442,10,POINT (1995312.2143220454 540691.4292878241)
3545,SR91,W,866182620_0,401422234,1711614810,"LINESTRING (1994805.9961172508 541104.0265399468, 1994254.2355237526 541545.6194079277)",768222,10,POINT (1994514.7846282055 541344.4338179228)
3546,SR91,W,159056566_0,1711614810,1711593986,"LINESTRING (1994254.2355237526 541545.6194079277, 1993803.4434442036 541758.7061543152)",717440,10,POINT (1993922.5887955436 541723.8305586635)
3547,SR91,W,864099259_0,1711593986,401422531,"LINESTRING (1993803.4434442036 541758.7061543152, 1993680.3805900812 541772.9983757314)",717440,10,POINT (1993922.5887955436 541723.8305586635)
3548,SR91,W,864099258_0,401422531,422193116,"LINESTRING (1993680.3805900812 541772.9983757314, 1993308.6960643851 541777.0963570196)",717438,10,POINT (1993346.400023805 541779.0215743585)
3549,SR91,W,54037586_0,422193116,681307241,"LINESTRING (1993308.6960643851 541777.0963570196, 1993249.343425284 541777.1170655588)",717438,10,POINT (1993346.400023805 541779.0215743585)
3550,SR91,W,54037578_0,681307241,681307240,"LINESTRING (1993249.343425284 541777.1170655588, 1993198.3091131109 541777.997275487)",717435,10,POINT (1993024.1447748106 541775.9299817544)
3551,SR91,W,54037578_1,681307240,401422586,"LINESTRING (1993198.3091131109 541777.997275487, 1992926.5628113695 541776.8023447777)",717435,10,POINT (1993024.1447748106 541775.9299817544)
3552,SR91,W,862088810_0,401422586,303604420,"LINESTRING (1992926.5628113695 541776.8023447777, 1992804.5815753862 541775.964157311)",717433,10,POINT (1992557.742054219 541774.8495058746)
3553,SR91,W,862088809_0,303604420,303603543,"LINESTRING (1992804.5815753862 541775.964157311, 1992404.5902367688 541774.0748384051)",717433,10,POINT (1992557.742054219 541774.8495058746)
3554,SR91,W,27643804_0,303603543,303603508,"LINESTRING (1992404.5902367688 541774.0748384051, 1992355.9052137646 541773.9594333752)",717433,10,POINT (1992557.742054219 541774.8495058746)
3555,SR91,W,27643802_0,303603508,303604334,"LINESTRING (1992355.9052137646 541773.9594333752, 1992324.9287615507 541773.7409123504)",717428,1,POINT (1992155.732317741 541771.4084719714)
3556,SR91,W,27643802_1,303604334,401422649,"LINESTRING (1992324.9287615507 541773.7409123504, 1991850.9010855104 541771.6151219363)",717428,1,POINT (1992155.732317741 541771.4084719714)
3557,SR91,W,123456265_0,401422649,303601060,"LINESTRING (1991850.9010855104 541771.6151219363, 1991499.0684706927 541771.4641875746)",766211,4,POINT (1991206.8254729211 541767.4875088148)
3558,SR91,W,123456270_0,303601060,60411282,"LINESTRING (1991499.0684706927 541771.4641875746, 1991157.6405250276 541767.1126307792)",766211,4,POINT (1991206.8254729211 541767.4875088148)
3559,SR91,W,866329792_0,60411282,297814601,"LINESTRING (1991157.6405250276 541767.1126307792, 1990790.6777341657 541764.3074309687)",766211,4,POINT (1991206.8254729211 541767.4875088148)
3560,SR91,W,27144070_0,297814601,297814598,"LINESTRING (1990790.6777341657 541764.3074309687, 1990747.9781174657 541763.5178793727)",766211,4,POINT (1991206.8254729211 541767.4875088148)
3561,SR91,W,35380124_0,297814598,20972414,"LINESTRING (1990747.9781174657 541763.5178793727, 1990590.7389905374 541765.2618555293)",716314,1,POINT (1990292.1525343037 541765.2914324355)
3562,SR91,W,27144751_0,20972414,681283262,"LINESTRING (1990590.7389905374 541765.2618555293, 1990535.049520905 541764.6971894488)",716314,1,POINT (1990292.1525343037 541765.2914324355)
3563,SR91,W,123456255_0,681283262,297824926,"LINESTRING (1990535.049520905 541764.6971894488, 1990449.382642453 541763.8197281641)",716314,1,POINT (1990292.1525343037 541765.2914324355)
3564,SR91,W,3178415_0,297824926,297824788,"LINESTRING (1990449.382642453 541763.8197281641, 1990083.2577406997 541792.2889844544)",716314,1,POINT (1990292.1525343037 541765.2914324355)
3565,SR91,W,27144849_0,297824788,297826224,"LINESTRING (1990083.2577406997 541792.2889844544, 1989996.6111784007 541809.3975837296)",716311,10,POINT (1989367.6165339355 541795.808362416)
3566,SR91,W,27144851_0,297826224,303599196,"LINESTRING (1989996.6111784007 541809.3975837296, 1989919.5933543332 541823.7012537724)",716311,10,POINT (1989367.6165339355 541795.808362416)
3567,SR91,W,27643413_0,303599196,29468616,"LINESTRING (1989919.5933543332 541823.7012537724, 1989860.8417868803 541831.6740310029)",716311,10,POINT (1989367.6165339355 541795.808362416)
3568,SR91,W,27643414_0,29468616,303565248,"LINESTRING (1989860.8417868803 541831.6740310029, 1989169.0805915997 541761.307029017)",716311,10,POINT (1989367.6165339355 541795.808362416)
3569,SR91,W,27639825_0,303565248,303565247,"LINESTRING (1989169.0805915997 541761.307029017, 1989127.792599961 541757.2731868809)",768907,1,POINT (1988631.1740178077 541743.9903756817)
3570,SR91,W,27639823_0,303565247,1341338461,"LINESTRING (1989127.792599961 541757.2731868809, 1988828.956307208 541749.8737272433)",768907,1,POINT (1988631.1740178077 541743.9903756817)
3571,SR91,W,119359898_0,1341338461,1341338460,"LINESTRING (1988828.956307208 541749.8737272433, 1988807.111553625 541749.6226814772)",768907,1,POINT (1988631.1740178077 541743.9903756817)
3572,SR91,W,119359894_0,1341338460,297803832,"LINESTRING (1988807.111553625 541749.6226814772, 1988438.122162287 541747.8112351268)",717424,1,POINT (1988276.993548795 541739.327565197)
3573,SR91,W,27143230_0,297803832,297803819,"LINESTRING (1988438.122162287 541747.8112351268, 1988391.269063446 541747.8696014653)",717424,1,POINT (1988276.993548795 541739.327565197)
3574,SR91,W,27143233_0,297803819,303465286,"LINESTRING (1988391.269063446 541747.8696014653, 1988072.8261126303 541747.4738937647)",717424,1,POINT (1988276.993548795 541739.327565197)
3575,SR91,W,27631111_0,303465286,303465271,"LINESTRING (1988072.8261126303 541747.4738937647, 1988041.8590258092 541747.5136603164)",717421,1,POINT (1987769.2120720912 541794.5563257047)
3576,SR91,W,27631110_0,303465271,1895742085,"LINESTRING (1988041.8590258092 541747.5136603164, 1987954.9124423133 541751.8853626424)",717421,1,POINT (1987769.2120720912 541794.5563257047)
3577,SR91,W,864668748_0,1895742085,303464973,"LINESTRING (1987954.9124423133 541751.8853626424, 1987631.4223220537 541845.2757302114)",717421,1,POINT (1987769.2120720912 541794.5563257047)
3578,SR91,W,27631094_0,303464973,303464974,"LINESTRING (1987631.4223220537 541845.2757302114, 1987590.1407768659 541853.2396366474)",717416,1,POINT (1986859.0642958106 541851.1491340781)
3579,SR91,W,27631093_0,303464974,15258878,"LINESTRING (1987590.1407768659 541853.2396366474, 1987516.5602797817 541861.2359333832)",717416,1,POINT (1986859.0642958106 541851.1491340781)
3580,SR91,W,27631093_1,15258878,303464304,"LINESTRING (1987516.5602797817 541861.2359333832, 1986835.7371536384 541855.8631363999)",717416,1,POINT (1986859.0642958106 541851.1491340781)
3581,SR91,W,27631055_0,303464304,303464300,"LINESTRING (1986835.7371536384 541855.8631363999, 1986780.1494964284 541855.1433324016)",717413,4,POINT (1986697.9819389028 541848.9378037008)
3582,SR91,W,27631054_0,303464300,297838817,"LINESTRING (1986780.1494964284 541855.1433324016, 1986556.1166607407 541853.4900394164)",717413,4,POINT (1986697.9819389028 541848.9378037008)
3583,SR91,W,27631054_1,297838817,297838938,"LINESTRING (1986556.1166607407 541853.4900394164, 1986435.7637881567 541852.4779079881)",717413,4,POINT (1986697.9819389028 541848.9378037008)
3584,SR91,W,867240179_0,297838938,1877394498,"LINESTRING (1986435.7637881567 541852.4779079881, 1986381.9995011855 541852.2791693794)",717413,4,POINT (1986697.9819389028 541848.9378037008)
3585,SR91,W,867240178_0,1877394498,1361122129,"LINESTRING (1986381.9995011855 541852.2791693794, 1986015.585225173 541850.2605792017)",717410,1,POINT (1985811.6227005296 541844.3688402277)
3586,SR91,W,121647281_0,1361122129,1361122127,"LINESTRING (1986015.585225173 541850.2605792017, 1985985.8024639508 541850.1168401272)",717410,1,POINT (1985811.6227005296 541844.3688402277)
3587,SR91,W,172743611_0,1361122127,1877394483,"LINESTRING (1985985.8024639508 541850.1168401272, 1985678.0906727419 541846.8252881346)",717410,1,POINT (1985811.6227005296 541844.3688402277)
3588,SR91,W,172743611_1,1877394483,29468605,"LINESTRING (1985678.0906727419 541846.8252881346, 1985614.687866478 541842.097930792)",717410,1,POINT (1985811.6227005296 541844.3688402277)
3589,SR91,W,121647270_0,29468605,1361122125,"LINESTRING (1985614.687866478 541842.097930792, 1985582.7526859776 541838.1541029755)",717404,1,POINT (1985035.006782801 541733.6633089645)
3590,SR91,W,121647284_0,1361122125,1361122137,"LINESTRING (1985582.7526859776 541838.1541029755, 1985220.447414814 541749.9943383819)",717404,1,POINT (1985035.006782801 541733.6633089645)
3591,SR91,W,121647272_0,1361122137,1361122130,"LINESTRING (1985220.447414814 541749.9943383819, 1985171.9449990983 541742.7394366299)",717404,1,POINT (1985035.006782801 541733.6633089645)
3592,SR91,W,121647277_0,1361122130,303461105,"LINESTRING (1985171.9449990983 541742.7394366299, 1984816.407944444 541735.87007214)",717404,1,POINT (1985035.006782801 541733.6633089645)
3593,SR91,W,27630865_0,303461105,303461106,"LINESTRING (1984816.407944444 541735.87007214, 1984773.523980814 541735.9401851197)",717404,1,POINT (1985035.006782801 541733.6633089645)
3594,SR91,W,27630866_0,303461106,1839471512,"LINESTRING (1984773.523980814 541735.9401851197, 1984754.620728886 541735.3610690213)",717399,1,POINT (1984234.2927364476 541772.9224146939)
3595,SR91,W,862732271_0,1839471512,1839471513,"LINESTRING (1984754.620728886 541735.3610690213, 1984419.5632210912 541736.9923268685)",717399,1,POINT (1984234.2927364476 541772.9224146939)
3596,SR91,W,173115677_0,1839471513,1345486790,"LINESTRING (1984419.5632210912 541736.9923268685, 1984368.0377384466 541742.6028308513)",717399,1,POINT (1984234.2927364476 541772.9224146939)
3597,SR91,W,119881340_0,1345486790,1839471555,"LINESTRING (1984368.0377384466 541742.6028308513, 1984078.1840514126 541818.245897611)",717399,1,POINT (1984234.2927364476 541772.9224146939)
3598,SR91,W,119881340_1,1839471555,457311007,"LINESTRING (1984078.1840514126 541818.245897611, 1984009.3127040095 541829.9667650568)",717399,1,POINT (1984234.2927364476 541772.9224146939)
3599,SR91,W,38608040_0,457311007,457311010,"LINESTRING (1984009.3127040095 541829.9667650568, 1983975.207399398 541834.2184156512)",716295,0,POINT (1983532.5290825644 541833.8159353333)
3600,SR91,W,38608039_0,457311010,1345486789,"LINESTRING (1983975.207399398 541834.2184156512, 1983608.3510858952 541839.4944295895)",716295,0,POINT (1983532.5290825644 541833.8159353333)
3601,SR91,W,119881335_0,1345486789,1345486792,"LINESTRING (1983608.3510858952 541839.4944295895, 1983574.0900679415 541839.2775684991)",716295,0,POINT (1983532.5290825644 541833.8159353333)
3602,SR91,W,119881328_0,1345486792,1361122134,"LINESTRING (1983574.0900679415 541839.2775684991, 1983199.435427761 541834.7777638994)",716295,0,POINT (1983532.5290825644 541833.8159353333)
3603,SR91,W,121647283_0,1361122134,1361122132,"LINESTRING (1983199.435427761 541834.7777638994, 1983171.3367441283 541834.806382496)",717397,8,POINT (1982938.0656246343 541826.346369667)
3604,SR91,W,121647285_0,1361122132,1839471559,"LINESTRING (1983171.3367441283 541834.806382496, 1983137.9924587929 541835.0331671631)",717397,8,POINT (1982938.0656246343 541826.346369667)
3605,SR91,W,865337980_0,1839471559,1376691469,"LINESTRING (1983137.9924587929 541835.0331671631, 1982920.604580782 541830.1609467416)",717397,8,POINT (1982938.0656246343 541826.346369667)
3606,SR91,W,123456264_0,1376691469,34103726,"LINESTRING (1982920.604580782 541830.1609467416, 1982809.6687917656 541828.7458449383)",717397,8,POINT (1982938.0656246343 541826.346369667)
3607,SR91,W,173115676_0,34103726,34103725,"LINESTRING (1982809.6687917656 541828.7458449383, 1982760.4108602828 541829.0034123614)",717392,1,POINT (1982275.0899196635 541746.611403818)
3608,SR91,W,52036510_0,34103725,663353072,"LINESTRING (1982760.4108602828 541829.0034123614, 1982597.426085845 541824.5815861069)",717392,1,POINT (1982275.0899196635 541746.611403818)
3609,SR91,W,119881331_0,663353072,29098626,"LINESTRING (1982597.426085845 541824.5815861069, 1982300.7968065797 541758.5422949401)",717392,1,POINT (1982275.0899196635 541746.611403818)
3610,SR91,W,329063501_0,29098626,322390650,"LINESTRING (1982300.7968065797 541758.5422949401, 1982167.6676232463 541701.1269399174)",717392,1,POINT (1982275.0899196635 541746.611403818)
3611,SR91,W,123456249_0,322390650,29098627,"LINESTRING (1982167.6676232463 541701.1269399174, 1982068.1300902292 541647.5199215632)",717392,1,POINT (1982275.0899196635 541746.611403818)
3612,SR91,W,38608497_0,29098627,663145597,"LINESTRING (1982068.1300902292 541647.5199215632, 1981876.9548967683 541555.4459650709)",717392,1,POINT (1982275.0899196635 541746.611403818)
3613,SR91,W,52015665_0,663145597,322399978,"LINESTRING (1981876.9548967683 541555.4459650709, 1981816.9293780436 541529.185265352)",718327,1,POINT (1981148.0819937098 541384.4403910079)
3614,SR91,W,123456277_0,322399978,457315341,"LINESTRING (1981816.9293780436 541529.185265352, 1981770.8270315316 541506.9020281564)",718327,1,POINT (1981148.0819937098 541384.4403910079)
3615,SR91,W,52015663_0,457315341,322390098,"LINESTRING (1981770.8270315316 541506.9020281564, 1981664.8125901166 541450.7496477449)",718327,1,POINT (1981148.0819937098 541384.4403910079)
3616,SR91,W,865263602_0,322390098,29468588,"LINESTRING (1981664.8125901166 541450.7496477449, 1981313.0402953045 541367.5686241317)",718327,1,POINT (1981148.0819937098 541384.4403910079)
3617,SR91,W,38608494_0,29468588,457315333,"LINESTRING (1981313.0402953045 541367.5686241317, 1981251.807390984 541367.9913553663)",718327,1,POINT (1981148.0819937098 541384.4403910079)
3618,SR91,W,38608488_0,457315333,322390077,"LINESTRING (1981251.807390984 541367.9913553663, 1980861.4521967683 541454.9194044569)",717388,9,POINT (1980274.2397639453 541458.797431193)
3619,SR91,W,38608491_0,322390077,29468582,"LINESTRING (1980861.4521967683 541454.9194044569, 1980808.2732403048 541466.0881735842)",717388,9,POINT (1980274.2397639453 541458.797431193)
3620,SR91,W,123456276_0,29468582,1895818989,"LINESTRING (1980808.2732403048 541466.0881735842, 1980742.2101160677 541474.9323151984)",717388,9,POINT (1980274.2397639453 541458.797431193)
3621,SR91,W,864980467_0,1895818989,317764675,"LINESTRING (1980742.2101160677 541474.9323151984, 1980187.3448747569 541461.0453375858)",717388,9,POINT (1980274.2397639453 541458.797431193)
3622,SR91,W,28908663_0,317764675,1376691460,"LINESTRING (1980187.3448747569 541461.0453375858, 1980153.0726584177 541460.6303433679)",717384,4,POINT (1979710.9839504766 541476.0932146324)
3623,SR91,W,123456282_0,1376691460,317764629,"LINESTRING (1980153.0726584177 541460.6303433679, 1979796.6433162664 541467.4210047919)",717384,4,POINT (1979710.9839504766 541476.0932146324)
3624,SR91,W,28908666_0,317764629,317767167,"LINESTRING (1979796.6433162664 541467.4210047919, 1979514.9127795943 541500.7045910329)",717384,4,POINT (1979710.9839504766 541476.0932146324)
3625,SR91,W,28908888_0,317767167,317767165,"LINESTRING (1979514.9127795943 541500.7045910329, 1979455.157348156 541507.7691922967)",717384,4,POINT (1979710.9839504766 541476.0932146324)
3626,SR91,W,28908886_0,317767165,1867976237,"LINESTRING (1979455.157348156 541507.7691922967, 1979232.0009755394 541526.1791657716)",717380,4,POINT (1978973.7581331076 541523.2098349503)
3627,SR91,W,176253041_0,1867976237,1867976274,"LINESTRING (1979232.0009755394 541526.1791657716, 1979168.9587509679 541523.8465371884)",717380,4,POINT (1978973.7581331076 541523.2098349503)
3628,SR91,W,176253042_0,1867976274,1779417933,"LINESTRING (1979168.9587509679 541523.8465371884, 1978815.1683380126 541513.9525643042)",717380,4,POINT (1978973.7581331076 541523.2098349503)
3629,SR91,W,176253042_1,1779417933,1955318205,"LINESTRING (1978815.1683380126 541513.9525643042, 1978638.7674138704 541504.7943518003)",717378,4,POINT (1978057.7721540234 541487.3895927771)
3630,SR91,W,176253042_2,1955318205,1779417981,"LINESTRING (1978638.7674138704 541504.7943518003, 1977640.9152919995 541474.2506247114)",717378,4,POINT (1978057.7721540234 541487.3895927771)
3631,SR91,W,176253042_3,1779417981,457315301,"LINESTRING (1977640.9152919995 541474.2506247114, 1977537.870800234 541470.7496732833)",717374,11,POINT (1977221.8379177335 541461.6682145891)
3632,SR91,W,176253042_4,457315301,3954305326,"LINESTRING (1977537.870800234 541470.7496732833, 1976986.0983902386 541460.2519277787)",717374,11,POINT (1977221.8379177335 541461.6682145891)
3633,SR91,W,392168910_0,3954305326,1955318198,"LINESTRING (1976986.0983902386 541460.2519277787, 1976296.6405273606 541490.9127403023)",717375,4,POINT (1976724.097471531 541479.9829998437)
