,fwy,dir,link,from_node,to_node,geometry,vds,Cluster_Labels,geometry_station
628,I210,W,867341984_0,323990489,323990492,"LINESTRING (2020063.763079847 568806.0522851305, 2019665.5807231935 568814.4280729583)",769136,4,POINT (2019391.6583722942 568798.9764454683)
629,I210,W,29409389_0,323990492,323990495,"LINESTRING (2019665.5807231935 568814.4280729583, 2019621.295017164 568812.0714338016)",769136,4,POINT (2019391.6583722942 568798.9764454683)
630,I210,W,608730911_0,323990495,646113191,"LINESTRING (2019621.295017164 568812.0714338016, 2019552.323287805 568809.2746920577)",769136,4,POINT (2019391.6583722942 568798.9764454683)
631,I210,W,156471819_0,646113191,323990502,"LINESTRING (2019552.323287805 568809.2746920577, 2019233.2334251413 568784.925344879)",769136,4,POINT (2019391.6583722942 568798.9764454683)
632,I210,W,156471819_1,323990502,535091302,"LINESTRING (2019233.2334251413 568784.925344879, 2019170.3567355205 568783.3864243979)",769136,4,POINT (2019391.6583722942 568798.9764454683)
633,I210,W,52158228_0,535091302,535091301,"LINESTRING (2019170.3567355205 568783.3864243979, 2019109.5165992004 568782.9280784412)",771618,11,POINT (2017535.7395170887 568782.9686330064)
634,I210,W,52158230_0,535091301,323990146,"LINESTRING (2019109.5165992004 568782.9280784412, 2019026.2308570808 568782.6458964037)",771618,11,POINT (2017535.7395170887 568782.9686330064)
635,I210,W,52158226_0,323990146,323990148,"LINESTRING (2019026.2308570808 568782.6458964037, 2018978.6752282877 568782.1713063762)",771618,11,POINT (2017535.7395170887 568782.9686330064)
636,I210,W,52158215_0,323990148,1377650727,"LINESTRING (2018978.6752282877 568782.1713063762, 2018566.9929605983 568783.034988203)",771618,11,POINT (2017535.7395170887 568782.9686330064)
637,I210,W,123592909_0,1377650727,535091300,"LINESTRING (2018566.9929605983 568783.034988203, 2018212.4929082058 568782.1322986184)",771618,11,POINT (2017535.7395170887 568782.9686330064)
638,I210,W,52158221_0,535091300,324003321,"LINESTRING (2018212.4929082058 568782.1322986184, 2018181.4581845028 568782.4929037897)",771618,11,POINT (2017535.7395170887 568782.9686330064)
639,I210,W,52158217_0,324003321,323990151,"LINESTRING (2018181.4581845028 568782.4929037897, 2017820.80048661 568779.0529850338)",771618,11,POINT (2017535.7395170887 568782.9686330064)
640,I210,W,52158218_0,323990151,323990153,"LINESTRING (2017820.80048661 568779.0529850338, 2017769.601413318 568778.2559183897)",772967,11,POINT (2016556.7484396868 568834.3009902147)
641,I210,W,52158209_0,323990153,324004019,"LINESTRING (2017769.601413318 568778.2559183897, 2017368.9208413535 568776.4762700545)",772967,11,POINT (2016556.7484396868 568834.3009902147)
642,I210,W,862074392_0,324004019,323990155,"LINESTRING (2017368.9208413535 568776.4762700545, 2017209.922696257 568776.2130956897)",772967,11,POINT (2016556.7484396868 568834.3009902147)
643,I210,W,862074391_0,323990155,412455081,"LINESTRING (2017209.922696257 568776.2130956897, 2016607.9355447446 568821.0485160496)",772967,11,POINT (2016556.7484396868 568834.3009902147)
644,I210,W,156471825_0,412455081,1687219175,"LINESTRING (2016607.9355447446 568821.0485160496, 2016567.7896506318 568824.781352318)",772967,11,POINT (2016556.7484396868 568834.3009902147)
645,I210,W,156471835_0,1687219175,412455094,"LINESTRING (2016567.7896506318 568824.781352318, 2016381.690246807 568844.4057252785)",772967,11,POINT (2016556.7484396868 568834.3009902147)
646,I210,W,36327468_0,412455094,412455096,"LINESTRING (2016381.690246807 568844.4057252785, 2016333.0449049196 568849.9436994808)",718047,4,POINT (2015593.3823947415 568926.693441473)
647,I210,W,156471817_0,412455096,323990162,"LINESTRING (2016333.0449049196 568849.9436994808, 2016230.7714782616 568861.7548727987)",718047,4,POINT (2015593.3823947415 568926.693441473)
648,I210,W,156471817_1,323990162,323990165,"LINESTRING (2016230.7714782616 568861.7548727987, 2015808.0539151547 568904.1070044371)",718047,4,POINT (2015593.3823947415 568926.693441473)
649,I210,W,35164753_0,323990165,412455100,"LINESTRING (2015808.0539151547 568904.1070044371, 2015756.7060522218 568909.7654091264)",718047,4,POINT (2015593.3823947415 568926.693441473)
650,I210,W,156471821_0,412455100,412455111,"LINESTRING (2015756.7060522218 568909.7654091264, 2015548.1863631636 568922.3137463687)",769744,1,POINT (2015272.1152610185 568898.8717622063)
651,I210,W,35164765_0,412455111,412455104,"LINESTRING (2015548.1863631636 568922.3137463687, 2015507.1538665409 568921.6460532383)",769744,1,POINT (2015272.1152610185 568898.8717622063)
652,I210,W,123951237_0,412455104,323998505,"LINESTRING (2015507.1538665409 568921.6460532383, 2015403.3813817676 568915.1283118929)",769744,1,POINT (2015272.1152610185 568898.8717622063)
653,I210,W,123951237_1,323998505,323585967,"LINESTRING (2015403.3813817676 568915.1283118929, 2014925.600360812 568788.5827631551)",769744,1,POINT (2015272.1152610185 568898.8717622063)
654,I210,W,123951239_0,323585967,323960228,"LINESTRING (2014925.600360812 568788.5827631551, 2014696.0207070792 568671.2147735574)",769744,1,POINT (2015272.1152610185 568898.8717622063)
655,I210,W,862077619_0,323960228,323585970,"LINESTRING (2014696.0207070792 568671.2147735574, 2014332.8221704776 568535.6200425475)",717694,1,POINT (2014057.9925779682 568529.5755520345)
656,I210,W,29406192_0,323585970,535091284,"LINESTRING (2014332.8221704776 568535.6200425475, 2014197.905941756 568530.6317256964)",717694,1,POINT (2014057.9925779682 568529.5755520345)
657,I210,W,95026782_0,535091284,535091282,"LINESTRING (2014197.905941756 568530.6317256964, 2014158.125757143 568530.3268749769)",717694,1,POINT (2014057.9925779682 568529.5755520345)
658,I210,W,95027016_0,535091282,323585971,"LINESTRING (2014158.125757143 568530.3268749769, 2014045.840061906 568531.1877012459)",717694,1,POINT (2014057.9925779682 568529.5755520345)
659,I210,W,29406194_0,323585971,323958022,"LINESTRING (2014045.840061906 568531.1877012459, 2013768.417325632 568531.6701222726)",772933,1,POINT (2012783.1854226114 568475.9296938067)
660,I210,W,29406194_1,323958022,323585972,"LINESTRING (2013768.417325632 568531.6701222726, 2013385.6972682201 568529.9229034117)",772933,1,POINT (2012783.1854226114 568475.9296938067)
661,I210,W,52158212_0,323585972,535091273,"LINESTRING (2013385.6972682201 568529.9229034117, 2013353.8823008074 568527.1372426169)",772933,1,POINT (2012783.1854226114 568475.9296938067)
662,I210,W,52158171_0,535091273,535091254,"LINESTRING (2013353.8823008074 568527.1372426169, 2012521.8811583228 568563.1577368921)",772933,1,POINT (2012783.1854226114 568475.9296938067)
663,I210,W,86198909_0,535091254,323585978,"LINESTRING (2012521.8811583228 568563.1577368921, 2012481.9433798152 568584.057192401)",772933,1,POINT (2012783.1854226114 568475.9296938067)
664,I210,W,86198925_0,323585978,1109676638,"LINESTRING (2012481.9433798152 568584.057192401, 2012394.7655040275 568636.8836636955)",717688,1,POINT (2011868.07360834 568854.1798958704)
665,I210,W,862472632_0,1109676638,364296725,"LINESTRING (2012394.7655040275 568636.8836636955, 2012204.5995415165 568757.2709553124)",717688,1,POINT (2011868.07360834 568854.1798958704)
666,I210,W,52158205_0,364296725,323585979,"LINESTRING (2012204.5995415165 568757.2709553124, 2012166.8432363293 568776.0781973146)",717688,1,POINT (2011868.07360834 568854.1798958704)
667,I210,W,52158191_0,323585979,364296310,"LINESTRING (2012166.8432363293 568776.0781973146, 2011772.6419260888 568858.75027674)",717688,1,POINT (2011868.07360834 568854.1798958704)
668,I210,W,52158198_0,364296310,323585982,"LINESTRING (2011772.6419260888 568858.75027674, 2011726.8169467063 568861.3099870476)",717686,1,POINT (2011577.8225491932 568874.2227293531)
669,I210,W,52158195_0,323585982,323942894,"LINESTRING (2011726.8169467063 568861.3099870476, 2011602.4059754354 568868.2747234926)",717686,1,POINT (2011577.8225491932 568874.2227293531)
670,I210,W,52158195_1,323942894,535091249,"LINESTRING (2011602.4059754354 568868.2747234926, 2011521.0782728828 568874.1853307197)",717686,1,POINT (2011577.8225491932 568874.2227293531)
671,I210,W,52158174_0,535091249,323940780,"LINESTRING (2011521.0782728828 568874.1853307197, 2011125.299876513 568895.6425476128)",772918,1,POINT (2010936.0869260083 568899.1777445821)
672,I210,W,52158174_1,323940780,323944637,"LINESTRING (2011125.299876513 568895.6425476128, 2010805.3858675575 568897.9152947157)",772918,1,POINT (2010936.0869260083 568899.1777445821)
673,I210,W,52158174_2,323944637,323948148,"LINESTRING (2010805.3858675575 568897.9152947157, 2009416.2379004965 568907.0713737936)",717685,1,POINT (2009587.6319359574 568907.6685081858)
674,I210,W,866614563_0,323948148,323581383,"LINESTRING (2009416.2379004965 568907.0713737936, 2009001.7337818053 568905.295375873)",772902,1,POINT (2009009.7613531975 568913.0788496927)
675,I210,W,866614562_0,323581383,33142670,"LINESTRING (2009001.7337818053 568905.295375873, 2008547.957264733 568854.2075992773)",717682,1,POINT (2008562.8432195052 568868.0644791704)
676,I210,W,156471838_0,33142670,33142659,"LINESTRING (2008547.957264733 568854.2075992773, 2008497.0030248282 568857.7879389651)",717682,1,POINT (2008562.8432195052 568868.0644791704)
677,I210,W,156471823_0,33142659,1109831806,"LINESTRING (2008497.0030248282 568857.7879389651, 2008419.001735626 568870.1290358782)",717678,1,POINT (2008406.272685331 568888.5528304907)
678,I210,W,156471823_1,1109831806,323575103,"LINESTRING (2008419.001735626 568870.1290358782, 2008260.1025164316 568936.8613886185)",717678,1,POINT (2008406.272685331 568888.5528304907)
679,I210,W,52158176_0,323575103,664492545,"LINESTRING (2008260.1025164316 568936.8613886185, 2008195.4691385895 568980.8514180077)",717678,1,POINT (2008406.272685331 568888.5528304907)
680,I210,W,52158179_0,664492545,1109831795,"LINESTRING (2008195.4691385895 568980.8514180077, 2008141.066015324 569025.9268225194)",717676,1,POINT (2007650.8990918815 569576.8392282824)
681,I210,W,863744442_0,1109831795,1110036372,"LINESTRING (2008141.066015324 569025.9268225194, 2007987.912683441 569206.6640646654)",717676,1,POINT (2007650.8990918815 569576.8392282824)
682,I210,W,863744441_0,1110036372,667935,"LINESTRING (2007987.912683441 569206.6640646654, 2007377.8409655886 569708.5714727731)",772888,1,POINT (2007098.9238757403 569792.2555893637)
683,I210,W,866184577_0,667935,446297120,"LINESTRING (2007377.8409655886 569708.5714727731, 2006573.9329011142 569986.5043815523)",772888,1,POINT (2007098.9238757403 569792.2555893637)
684,I210,W,866184576_0,446297120,1110075180,"LINESTRING (2006573.9329011142 569986.5043815523, 2006077.489655992 569862.9750506028)",717675,1,POINT (2006210.0901058854 569900.987349712)
685,I210,W,866184576_1,1110075180,668117,"LINESTRING (2006077.489655992 569862.9750506028, 2005752.315616226 569776.4476486568)",717674,4,POINT (2005995.7593196686 569840.1716149095)
686,I210,W,866184576_2,668117,268882220,"LINESTRING (2005752.315616226 569776.4476486568, 2004775.6266281055 570064.1033000197)",772858,4,POINT (2004959.1544128237 569982.7602881573)
687,I210,W,24740609_0,268882220,268882238,"LINESTRING (2004775.6266281055 570064.1033000197, 2004548.9438415854 570163.020988425)",772858,4,POINT (2004959.1544128237 569982.7602881573)
688,I210,W,156466477_0,268882238,664492543,"LINESTRING (2004548.9438415854 570163.020988425, 2004354.3396383615 570236.9794614825)",772858,4,POINT (2004959.1544128237 569982.7602881573)
689,I210,W,52158163_0,664492543,268882249,"LINESTRING (2004354.3396383615 570236.9794614825, 2004334.4498046879 570243.8473410953)",772858,4,POINT (2004959.1544128237 569982.7602881573)
690,I210,W,52158157_0,268882249,268882252,"LINESTRING (2004334.4498046879 570243.8473410953, 2004097.585060403 570319.2446253637)",717673,4,POINT (2003753.475334588 570429.6554506755)
691,I210,W,95027042_0,268882252,1102603015,"LINESTRING (2004097.585060403 570319.2446253637, 2004064.7533253185 570329.1466508958)",717673,4,POINT (2003753.475334588 570429.6554506755)
692,I210,W,95026716_0,1102603015,1102600744,"LINESTRING (2004064.7533253185 570329.1466508958, 2003386.1152480908 570505.9840181512)",769722,4,POINT (2003279.4415623832 570514.3314172481)
693,I210,W,95026716_1,1102600744,1102599024,"LINESTRING (2003386.1152480908 570505.9840181512, 2003147.997340392 570511.5793438818)",769722,4,POINT (2003279.4415623832 570514.3314172481)
694,I210,W,95026716_2,1102599024,1345545081,"LINESTRING (2003147.997340392 570511.5793438818, 2003102.9405434907 570510.454928992)",769722,4,POINT (2003279.4415623832 570514.3314172481)
695,I210,W,119889710_0,1345545081,1345545080,"LINESTRING (2003102.9405434907 570510.454928992, 2003053.4653714872 570510.1501037788)",769702,4,POINT (2002956.8933850673 570513.668322843)
696,I210,W,119889709_0,1345545080,36740303,"LINESTRING (2003053.4653714872 570510.1501037788, 2002527.2057907514 570506.8747933363)",769702,4,POINT (2002956.8933850673 570513.668322843)
697,I210,W,71760176_0,36740303,853102657,"LINESTRING (2002527.2057907514 570506.8747933363, 2002506.0101045896 570506.4919032349)",769702,4,POINT (2002956.8933850673 570513.668322843)
698,I210,W,71760182_0,853102657,322726431,"LINESTRING (2002506.0101045896 570506.4919032349, 2002485.9581437467 570506.098275942)",769702,4,POINT (2002956.8933850673 570513.668322843)
699,I210,W,861332179_0,322726431,36740306,"LINESTRING (2002485.9581437467 570506.098275942, 2002088.12166059 570487.1211181113)",769702,4,POINT (2002956.8933850673 570513.668322843)
700,I210,W,38855482_0,36740306,322726433,"LINESTRING (2002088.12166059 570487.1211181113, 2002053.8559858392 570487.1134639455)",718210,1,POINT (2001042.726726732 570498.5027367133)
701,I210,W,38855481_0,322726433,461493589,"LINESTRING (2002053.8559858392 570487.1134639455, 2001275.576050503 570499.8185506716)",718210,1,POINT (2001042.726726732 570498.5027367133)
702,I210,W,38855478_0,461493589,461493588,"LINESTRING (2001275.576050503 570499.8185506716, 2001249.1043272829 570500.0146069772)",718210,1,POINT (2001042.726726732 570498.5027367133)
703,I210,W,38855477_0,461493588,853102601,"LINESTRING (2001249.1043272829 570500.0146069772, 2001043.8799875702 570495.7298026425)",718210,1,POINT (2001042.726726732 570498.5027367133)
704,I210,W,71760168_0,853102601,853102643,"LINESTRING (2001043.8799875702 570495.7298026425, 2001031.3820468185 570495.4954665189)",718210,1,POINT (2001042.726726732 570498.5027367133)
705,I210,W,71760170_0,853102643,462531326,"LINESTRING (2001031.3820468185 570495.4954665189, 2000864.2690040446 570495.5338433897)",718210,1,POINT (2001042.726726732 570498.5027367133)
706,I210,W,38922559_0,462531326,322718795,"LINESTRING (2000864.2690040446 570495.5338433897, 2000836.8288183499 570495.5313260166)",718210,1,POINT (2001042.726726732 570498.5027367133)
707,I210,W,38922569_0,322718795,853102656,"LINESTRING (2000836.8288183499 570495.5313260166, 2000506.4762717132 570502.4844224215)",718210,1,POINT (2001042.726726732 570498.5027367133)
708,I210,W,862930639_0,853102656,36740308,"LINESTRING (2000506.4762717132 570502.4844224215, 2000467.9862613818 570502.2938313241)",718210,1,POINT (2001042.726726732 570498.5027367133)
709,I210,W,38922586_0,36740308,322654195,"LINESTRING (2000467.9862613818 570502.2938313241, 2000442.8704439113 570502.1927672664)",718210,1,POINT (2001042.726726732 570498.5027367133)
710,I210,W,38922588_0,322654195,1345546582,"LINESTRING (2000442.8704439113 570502.1927672664, 1999937.4364306212 570503.535655974)",718210,1,POINT (2001042.726726732 570498.5027367133)
711,I210,W,119889878_0,1345546582,1345546583,"LINESTRING (1999937.4364306212 570503.535655974, 1999909.85791367 570503.4138682858)",718210,1,POINT (2001042.726726732 570498.5027367133)
712,I210,W,119889879_0,1345546583,5599432316,"LINESTRING (1999909.85791367 570503.4138682858, 1999535.2973299117 570502.1938358551)",718210,1,POINT (2001042.726726732 570498.5027367133)
713,I210,W,585990421_0,5599432316,5599432315,"LINESTRING (1999535.2973299117 570502.1938358551, 1999515.6326590085 570502.4388719813)",773194,11,POINT (1997941.95760434 571406.1298780879)
714,I210,W,585990422_0,5599432315,36550437,"LINESTRING (1999515.6326590085 570502.4388719813, 1999486.1909758216 570502.4404568797)",773194,11,POINT (1997941.95760434 571406.1298780879)
715,I210,W,38922181_0,36550437,462494187,"LINESTRING (1999486.1909758216 570502.4404568797, 1999140.2130397353 570588.2868659147)",773194,11,POINT (1997941.95760434 571406.1298780879)
716,I210,W,38922179_0,462494187,462494194,"LINESTRING (1999140.2130397353 570588.2868659147, 1999098.035776287 570606.7927550004)",773194,11,POINT (1997941.95760434 571406.1298780879)
717,I210,W,38922180_0,462494194,462494268,"LINESTRING (1999098.035776287 570606.7927550004, 1998713.7535020506 570774.7082932043)",773194,11,POINT (1997941.95760434 571406.1298780879)
718,I210,W,38922183_0,462494268,36550449,"LINESTRING (1998713.7535020506 570774.7082932043, 1998672.5022210004 570806.8594627263)",773194,11,POINT (1997941.95760434 571406.1298780879)
719,I210,W,38922185_0,36550449,36550453,"LINESTRING (1998672.5022210004 570806.8594627263, 1998558.00504787 570929.6567319143)",773194,11,POINT (1997941.95760434 571406.1298780879)
720,I210,W,867327021_0,36550453,322078936,"LINESTRING (1998558.00504787 570929.6567319143, 1998504.2717328263 570991.881700996)",773194,11,POINT (1997941.95760434 571406.1298780879)
721,I210,W,38855358_0,322078936,461491406,"LINESTRING (1998504.2717328263 570991.881700996, 1998461.9836351813 571046.3183125003)",773194,11,POINT (1997941.95760434 571406.1298780879)
722,I210,W,38855357_0,461491406,461491410,"LINESTRING (1998461.9836351813 571046.3183125003, 1998235.5574445727 571237.755487966)",717669,1,POINT (1996818.4417221586 571919.6859572714)
723,I210,W,38855359_0,461491410,7464907668,"LINESTRING (1998235.5574445727 571237.755487966, 1998148.8819695904 571288.4750828128)",717669,1,POINT (1996818.4417221586 571919.6859572714)
724,I210,W,38855359_1,7464907668,36747150,"LINESTRING (1998148.8819695904 571288.4750828128, 1998079.331982412 571328.9981425719)",717669,1,POINT (1996818.4417221586 571919.6859572714)
725,I210,W,156466450_0,36747150,1346251749,"LINESTRING (1998079.331982412 571328.9981425719, 1997704.719323421 571542.53156309)",717669,1,POINT (1996818.4417221586 571919.6859572714)
726,I210,W,119961522_0,1346251749,1687158796,"LINESTRING (1997704.719323421 571542.53156309, 1997540.085013885 571637.1685256122)",717669,1,POINT (1996818.4417221586 571919.6859572714)
727,I210,W,119961521_0,1687158796,1687158745,"LINESTRING (1997540.085013885 571637.1685256122, 1997459.3647027195 571684.8758941335)",717669,1,POINT (1996818.4417221586 571919.6859572714)
728,I210,W,862449628_0,1687158745,268162432,"LINESTRING (1997459.3647027195 571684.8758941335, 1997114.6951712875 571861.2881303226)",717669,1,POINT (1996818.4417221586 571919.6859572714)
729,I210,W,71757315_0,268162432,268162433,"LINESTRING (1997114.6951712875 571861.2881303226, 1997058.905883726 571877.76656651)",717664,4,POINT (1995189.1924173208 571982.6158632592)
730,I210,W,71757321_0,268162433,268162437,"LINESTRING (1997058.905883726 571877.76656651, 1996688.8478896539 571934.8278983866)",717664,4,POINT (1995189.1924173208 571982.6158632592)
731,I210,W,71757321_1,268162437,268162439,"LINESTRING (1996688.8478896539 571934.8278983866, 1996460.805023432 571966.1479445832)",717664,4,POINT (1995189.1924173208 571982.6158632592)
732,I210,W,864542801_0,268162439,26795155,"LINESTRING (1996460.805023432 571966.1479445832, 1995806.3233248326 571994.6507144172)",717664,4,POINT (1995189.1924173208 571982.6158632592)
733,I210,W,864542800_0,26795155,1346251748,"LINESTRING (1995806.3233248326 571994.6507144172, 1995383.7273747306 571989.9820319179)",717664,4,POINT (1995189.1924173208 571982.6158632592)
734,I210,W,119961520_0,1346251748,1346251742,"LINESTRING (1995383.7273747306 571989.9820319179, 1995352.565681544 571989.598281452)",773179,4,POINT (1994703.5544644857 571980.2184787751)
735,I210,W,119961519_0,1346251742,853061423,"LINESTRING (1995352.565681544 571989.598281452, 1995026.8477559169 571985.3193100921)",773179,4,POINT (1994703.5544644857 571980.2184787751)
736,I210,W,71757302_0,853061423,853061839,"LINESTRING (1995026.8477559169 571985.3193100921, 1995002.6394189694 571984.7777165701)",773179,4,POINT (1994703.5544644857 571980.2184787751)
737,I210,W,71757306_0,853061839,321924196,"LINESTRING (1995002.6394189694 571984.7777165701, 1994701.142620092 571987.8291434974)",717661,4,POINT (1993842.1155682397 571978.975942618)
738,I210,W,860675920_0,321924196,321911536,"LINESTRING (1994701.142620092 571987.8291434974, 1994152.0089112013 571982.8572110571)",717661,4,POINT (1993842.1155682397 571978.975942618)
739,I210,W,860675919_0,321911536,321910246,"LINESTRING (1994152.0089112013 571982.8572110571, 1993772.6477828224 571982.6162407371)",717661,4,POINT (1993842.1155682397 571978.975942618)
740,I210,W,48253054_0,321910246,613184001,"LINESTRING (1993772.6477828224 571982.6162407371, 1993722.1932679736 571982.1511214734)",717653,4,POINT (1993422.682798478 571963.8458249844)
741,I210,W,48253056_0,613184001,29429900,"LINESTRING (1993722.1932679736 571982.1511214734, 1993251.8550489314 571942.7602165285)",717653,4,POINT (1993422.682798478 571963.8458249844)
742,I210,W,29643200_0,29429900,268673149,"LINESTRING (1993251.8550489314 571942.7602165285, 1993211.8450484024 571936.9105335992)",717653,4,POINT (1993422.682798478 571963.8458249844)
743,I210,W,29643208_0,268673149,268673037,"LINESTRING (1993211.8450484024 571936.9105335992, 1992845.3473536356 571889.4894598557)",717653,4,POINT (1993422.682798478 571963.8458249844)
744,I210,W,29643208_1,268673037,268673026,"LINESTRING (1992845.3473536356 571889.4894598557, 1992458.5818051442 571872.658505262)",717649,4,POINT (1992274.5584663532 571891.1899109313)
745,I210,W,24719941_0,268673026,268673010,"LINESTRING (1992458.5818051442 571872.658505262, 1992406.8814757 571872.0240820765)",717649,4,POINT (1992274.5584663532 571891.1899109313)
746,I210,W,24719770_0,268673010,268673020,"LINESTRING (1992406.8814757 571872.0240820765, 1991981.08205806 572010.7474490935)",717649,4,POINT (1992274.5584663532 571891.1899109313)
747,I210,W,24719770_1,268673020,268673022,"LINESTRING (1991981.08205806 572010.7474490935, 1991894.61209222 572080.41547138)",717649,4,POINT (1992274.5584663532 571891.1899109313)
748,I210,W,39978888_0,268673022,480337437,"LINESTRING (1991894.61209222 572080.41547138, 1991838.4760910557 572131.0232312374)",717649,4,POINT (1992274.5584663532 571891.1899109313)
749,I210,W,39978890_0,480337437,26795119,"LINESTRING (1991838.4760910557 572131.0232312374, 1991697.7153806898 572258.4540605299)",717649,4,POINT (1992274.5584663532 571891.1899109313)
750,I210,W,864056486_0,26795119,368162832,"LINESTRING (1991697.7153806898 572258.4540605299, 1991686.7410552772 572258.0867595364)",717644,1,POINT (1990956.9325471257 572408.5043877111)
751,I210,W,32718670_0,368162832,368162806,"LINESTRING (1991686.7410552772 572258.0867595364, 1991634.0508599482 572292.5423430448)",717644,1,POINT (1990956.9325471257 572408.5043877111)
752,I210,W,34461344_0,368162806,397310089,"LINESTRING (1991634.0508599482 572292.5423430448, 1991340.5933587214 572400.0517777178)",717644,1,POINT (1990956.9325471257 572408.5043877111)
753,I210,W,34461346_0,397310089,397309587,"LINESTRING (1991340.5933587214 572400.0517777178, 1991222.6675156287 572411.1883968399)",717644,1,POINT (1990956.9325471257 572408.5043877111)
754,I210,W,34461345_0,397309587,397309597,"LINESTRING (1991222.6675156287 572411.1883968399, 1990942.2042746367 572407.254250882)",717642,14,POINT (1990570.3563183583 572405.8946785523)
755,I210,W,34461356_0,397309597,397309601,"LINESTRING (1990942.2042746367 572407.254250882, 1990885.2226782665 572406.5225568971)",717642,14,POINT (1990570.3563183583 572405.8946785523)
756,I210,W,34461355_0,397309601,185744804,"LINESTRING (1990885.2226782665 572406.5225568971, 1990657.8063886596 572406.5714945013)",717642,14,POINT (1990570.3563183583 572405.8946785523)
757,I210,W,34461355_1,185744804,322562552,"LINESTRING (1990657.8063886596 572406.5714945013, 1990307.6861082062 572406.5871186)",717642,14,POINT (1990570.3563183583 572405.8946785523)
758,I210,W,34461355_2,322562552,397316094,"LINESTRING (1990307.6861082062 572406.5871186, 1990224.5791566966 572405.6539026016)",717642,14,POINT (1990570.3563183583 572405.8946785523)
759,I210,W,34461531_0,397316094,29322371,"LINESTRING (1990224.5791566966 572405.6539026016, 1990179.456832566 572405.1469853687)",717642,14,POINT (1990570.3563183583 572405.8946785523)
760,I210,W,34461523_0,29322371,1340588504,"LINESTRING (1990179.456832566 572405.1469853687, 1989587.4987217835 572398.2281250955)",717642,14,POINT (1990570.3563183583 572405.8946785523)
761,I210,W,119259548_0,1340588504,1340588514,"LINESTRING (1989587.4987217835 572398.2281250955, 1989534.2698359399 572397.1899376612)",717637,10,POINT (1988591.4269875796 572370.0726201748)
762,I210,W,119259546_0,1340588514,1687115183,"LINESTRING (1989534.2698359399 572397.1899376612, 1989288.4248618898 572394.2872950488)",717637,10,POINT (1988591.4269875796 572370.0726201748)
763,I210,W,864070442_0,1687115183,1340588502,"LINESTRING (1989288.4248618898 572394.2872950488, 1989200.5205151848 572391.7493355158)",717637,10,POINT (1988591.4269875796 572370.0726201748)
764,I210,W,119259535_0,1340588502,1340588510,"LINESTRING (1989200.5205151848 572391.7493355158, 1989156.4856394832 572390.7469792999)",717637,10,POINT (1988591.4269875796 572370.0726201748)
765,I210,W,119259553_0,1340588510,1340588505,"LINESTRING (1989156.4856394832 572390.7469792999, 1988828.7828328453 572383.2717141)",717637,10,POINT (1988591.4269875796 572370.0726201748)
766,I210,W,119259549_0,1340588505,1340588508,"LINESTRING (1988828.7828328453 572383.2717141, 1988786.2233892407 572382.302615491)",717634,14,POINT (1987499.8825899682 572326.3348347709)
767,I210,W,119259554_0,1340588508,844945145,"LINESTRING (1988786.2233892407 572382.302615491, 1988413.3385008322 572349.3624234641)",717634,14,POINT (1987499.8825899682 572326.3348347709)
768,I210,W,866531345_0,844945145,1687115177,"LINESTRING (1988413.3385008322 572349.3624234641, 1988375.0641866666 572346.1714049411)",717634,14,POINT (1987499.8825899682 572326.3348347709)
769,I210,W,866531344_0,1687115177,27976737,"LINESTRING (1988375.0641866666 572346.1714049411, 1987350.305759463 572333.5036912288)",717634,14,POINT (1987499.8825899682 572326.3348347709)
770,I210,W,123951231_0,27976737,279669910,"LINESTRING (1987350.305759463 572333.5036912288, 1987135.6335201531 572334.6532378187)",717627,9,POINT (1985735.9937841499 572362.1581151035)
771,I210,W,866337573_0,279669910,279669949,"LINESTRING (1987135.6335201531 572334.6532378187, 1986943.1001974964 572333.946321458)",717627,9,POINT (1985735.9937841499 572362.1581151035)
772,I210,W,520298142_0,279669949,279669952,"LINESTRING (1986943.1001974964 572333.946321458, 1986641.5562192777 572352.4896466193)",717627,9,POINT (1985735.9937841499 572362.1581151035)
773,I210,W,156415827_0,279669952,177398785,"LINESTRING (1986641.5562192777 572352.4896466193, 1985537.8153103061 572614.4370864265)",770579,0,POINT (1985435.5695917415 572844.8060410797)
774,I210,W,123951228_0,177398785,1687098935,"LINESTRING (1985537.8153103061 572614.4370864265, 1985433.8059265479 572843.2780800491)",770579,0,POINT (1985435.5695917415 572844.8060410797)
775,I210,W,123951233_0,1687098935,322563657,"LINESTRING (1985433.8059265479 572843.2780800491, 1985384.5232721972 573062.8715725391)",770579,0,POINT (1985435.5695917415 572844.8060410797)
776,I210,W,123951232_0,322563657,316291399,"LINESTRING (1985384.5232721972 573062.8715725391, 1985382.015196603 573214.9171924844)",770579,0,POINT (1985435.5695917415 572844.8060410797)
777,I210,W,28767810_0,316291399,316291382,"LINESTRING (1985382.015196603 573214.9171924844, 1985387.6639337318 573288.616379289)",717624,9,POINT (1985423.185643318 573706.8053338443)
778,I210,W,28767806_0,316291382,316291323,"LINESTRING (1985387.6639337318 573288.616379289, 1985403.2904026124 573433.1794145778)",717624,9,POINT (1985423.185643318 573706.8053338443)
779,I210,W,28767796_0,316291323,316291324,"LINESTRING (1985403.2904026124 573433.1794145778, 1985407.3304230883 573486.7486860885)",717624,9,POINT (1985423.185643318 573706.8053338443)
780,I210,W,28767795_0,316291324,32602635,"LINESTRING (1985407.3304230883 573486.7486860885, 1985432.4521620641 573859.3204740913)",770568,4,POINT (1985437.2924940852 573882.595527152)
